pre,post,weight,delay,type
1_I_216_1,1_N_3_69,3,0,2
1_V_16_1,1_N_3_69,3,0,2
1_I_277_1,1_N_3_69,3,0,2
1_V_22_1,1_N_3_69,3,0,2
1_I_286_1,1_N_3_69,3,0,2
1_V_22_1,1_N_3_69,3,0,2
1_I_320_1,1_N_3_69,3,0,2
1_V_25_1,1_N_3_69,3,0,2
1_N_2_65,1_N_3_70,38.96784442,1,1
1_N_2_67,1_N_3_70,19.48392221,1,1
1_N_2_69,1_N_3_70,19.48392221,1,1
1_N_2_70,1_N_3_70,38.96784442,1,1
1_N_2_71,1_N_3_70,19.48392221,1,1
1_N_2_72,1_N_3_70,38.96784442,1,1
1_N_2_75,1_N_3_70,58.45176663,1,1
1_N_1_1,1_N_3_70,88.83495461,2,1
1_N_1_62,1_N_3_70,9.870550512,2,1
1_N_1_70,1_N_3_70,9.870550512,2,1
1_N_1_79,1_N_3_70,9.870550512,2,1
1_I_30_1,1_N_3_70,3,0,2
1_V_4_1,1_N_3_70,3,0,2
1_I_33_1,1_N_3_70,3,0,2
1_V_4_1,1_N_3_70,3,0,2
1_I_39_1,1_N_3_70,3,0,2
1_V_4_1,1_N_3_70,3,0,2
1_I_40_1,1_N_3_70,3,0,2
1_V_4_1,1_N_3_70,3,0,2
1_I_54_1,1_N_3_70,3,0,2
1_V_5_1,1_N_3_70,3,0,2
1_I_80_1,1_N_3_70,3,0,2
1_V_8_1,1_N_3_70,3,0,2
1_I_96_1,1_N_3_70,3,0,2
1_V_8_1,1_N_3_70,3,0,2
1_I_200_1,1_N_3_70,3,0,2
1_V_15_1,1_N_3_70,3,0,2
1_I_206_1,1_N_3_70,3,0,2
1_V_16_1,1_N_3_70,3,0,2
1_I_270_1,1_N_3_70,3,0,2
1_V_22_1,1_N_3_70,3,0,2
1_I_288_1,1_N_3_70,3,0,2
1_V_22_1,1_N_3_70,3,0,2
1_I_297_1,1_N_3_70,3,0,2
1_V_23_1,1_N_3_70,3,0,2
1_N_2_63,1_N_3_71,19.48392221,1,1
1_N_2_66,1_N_3_71,19.48392221,1,1
1_N_2_67,1_N_3_71,38.96784442,1,1
1_N_2_68,1_N_3_71,19.48392221,1,1
1_N_2_70,1_N_3_71,77.93568884,1,1
1_N_2_73,1_N_3_71,77.93568884,1,1
1_N_2_74,1_N_3_71,19.48392221,1,1
1_N_2_79,1_N_3_71,19.48392221,1,1
1_N_1_1,1_N_3_71,69.09385358,2,1
1_N_1_59,1_N_3_71,9.870550512,2,1
1_N_1_63,1_N_3_71,9.870550512,2,1
1_N_1_66,1_N_3_71,9.870550512,2,1
1_N_1_68,1_N_3_71,9.870550512,2,1
1_N_1_69,1_N_3_71,19.74110102,2,1
1_N_1_74,1_N_3_71,9.870550512,2,1
1_N_1_80,1_N_3_71,9.870550512,2,1
1_I_6_1,1_N_3_71,3,0,2
1_V_1_1,1_N_3_71,3,0,2
1_I_24_1,1_N_3_71,3,0,2
1_V_4_1,1_N_3_71,3,0,2
1_I_27_1,1_N_3_71,3,0,2
1_V_4_1,1_N_3_71,3,0,2
1_I_49_1,1_N_3_71,3,0,2
1_V_5_1,1_N_3_71,3,0,2
1_I_89_1,1_N_3_71,3,0,2
1_V_8_1,1_N_3_71,3,0,2
1_I_117_1,1_N_3_71,3,0,2
1_V_8_1,1_N_3_71,3,0,2
1_I_123_1,1_N_3_71,3,0,2
1_V_9_1,1_N_3_71,3,0,2
1_I_137_1,1_N_3_71,3,0,2
1_V_9_1,1_N_3_71,3,0,2
1_I_156_1,1_N_3_71,3,0,2
1_V_13_1,1_N_3_71,3,0,2
1_I_166_1,1_N_3_71,3,0,2
1_V_13_1,1_N_3_71,3,0,2
1_I_189_1,1_N_3_71,3,0,2
1_V_14_1,1_N_3_71,3,0,2
1_I_229_1,1_N_3_71,3,0,2
1_V_18_1,1_N_3_71,3,0,2
1_I_230_1,1_N_3_71,3,0,2
1_V_18_1,1_N_3_71,3,0,2
1_I_293_1,1_N_3_71,3,0,2
1_V_22_1,1_N_3_71,3,0,2
1_I_324_1,1_N_3_71,3,0,2
1_V_25_1,1_N_3_71,3,0,2
1_N_2_67,1_N_3_72,38.96784442,1,1
1_N_2_72,1_N_3_72,19.48392221,1,1
1_N_2_75,1_N_3_72,19.48392221,1,1
1_N_2_76,1_N_3_72,19.48392221,1,1
1_N_1_1,1_N_3_72,19.74110102,2,1
1_N_1_69,1_N_3_72,19.74110102,2,1
1_N_1_79,1_N_3_72,9.870550512,2,1
1_I_84_1,1_N_3_72,3,0,2
1_V_8_1,1_N_3_72,3,0,2
1_I_112_1,1_N_3_72,3,0,2
1_V_8_1,1_N_3_72,3,0,2
1_I_236_1,1_N_3_72,3,0,2
1_V_18_1,1_N_3_72,3,0,2
1_I_243_1,1_N_3_72,3,0,2
1_V_19_1,1_N_3_72,3,0,2
1_I_249_1,1_N_3_72,3,0,2
1_V_19_1,1_N_3_72,3,0,2
1_N_2_61,1_N_3_73,19.48392221,1,1
1_N_2_68,1_N_3_73,19.48392221,1,1
1_N_2_70,1_N_3_73,19.48392221,1,1
1_N_2_71,1_N_3_73,19.48392221,1,1
1_N_2_73,1_N_3_73,19.48392221,1,1
1_N_1_1,1_N_3_73,49.35275256,2,1
1_I_71_1,1_N_3_73,3,0,2
1_V_7_1,1_N_3_73,3,0,2
1_I_92_1,1_N_3_73,3,0,2
1_V_8_1,1_N_3_73,3,0,2
1_I_194_1,1_N_3_73,3,0,2
1_V_15_1,1_N_3_73,3,0,2
1_I_299_1,1_N_3_73,3,0,2
1_V_23_1,1_N_3_73,3,0,2
1_I_301_1,1_N_3_73,3,0,2
1_V_23_1,1_N_3_73,3,0,2
1_N_2_69,1_N_3_74,58.45176663,1,1
1_N_2_70,1_N_3_74,19.48392221,1,1
1_N_2_71,1_N_3_74,19.48392221,1,1
1_N_2_73,1_N_3_74,38.96784442,1,1
1_N_2_74,1_N_3_74,58.45176663,1,1
1_N_2_75,1_N_3_74,19.48392221,1,1
1_N_2_76,1_N_3_74,58.45176663,1,1
1_N_2_78,1_N_3_74,38.96784442,1,1
1_N_1_1,1_N_3_74,69.09385358,2,1
1_N_1_66,1_N_3_74,9.870550512,2,1
1_N_1_67,1_N_3_74,9.870550512,2,1
1_N_1_71,1_N_3_74,9.870550512,2,1
1_N_1_73,1_N_3_74,19.74110102,2,1
1_N_1_74,1_N_3_74,9.870550512,2,1
1_N_1_78,1_N_3_74,9.870550512,2,1
1_N_1_81,1_N_3_74,19.74110102,2,1
1_I_15_1,1_N_3_74,3,0,2
1_V_2_1,1_N_3_74,3,0,2
1_I_56_1,1_N_3_74,3,0,2
1_V_6_1,1_N_3_74,3,0,2
1_I_62_1,1_N_3_74,3,0,2
1_V_6_1,1_N_3_74,3,0,2
1_I_105_1,1_N_3_74,3,0,2
1_V_8_1,1_N_3_74,3,0,2
1_I_122_1,1_N_3_74,3,0,2
1_V_9_1,1_N_3_74,3,0,2
1_I_124_1,1_N_3_74,3,0,2
1_V_9_1,1_N_3_74,3,0,2
1_I_126_1,1_N_3_74,3,0,2
1_V_9_1,1_N_3_74,3,0,2
1_I_128_1,1_N_3_74,3,0,2
1_V_9_1,1_N_3_74,3,0,2
1_I_223_1,1_N_3_74,3,0,2
1_V_18_1,1_N_3_74,3,0,2
1_I_226_1,1_N_3_74,3,0,2
1_V_18_1,1_N_3_74,3,0,2
1_I_231_1,1_N_3_74,3,0,2
1_V_18_1,1_N_3_74,3,0,2
1_I_238_1,1_N_3_74,3,0,2
1_V_18_1,1_N_3_74,3,0,2
1_I_282_1,1_N_3_74,3,0,2
1_V_22_1,1_N_3_74,3,0,2
1_I_291_1,1_N_3_74,3,0,2
1_V_22_1,1_N_3_74,3,0,2
1_I_294_1,1_N_3_74,3,0,2
1_V_22_1,1_N_3_74,3,0,2
1_I_308_1,1_N_3_74,3,0,2
1_V_23_1,1_N_3_74,3,0,2
1_N_2_64,1_N_3_75,19.48392221,1,1
1_N_2_66,1_N_3_75,19.48392221,1,1
1_N_2_71,1_N_3_75,19.48392221,1,1
1_N_2_72,1_N_3_75,19.48392221,1,1
1_N_2_74,1_N_3_75,19.48392221,1,1
1_N_2_76,1_N_3_75,38.96784442,1,1
1_N_2_79,1_N_3_75,19.48392221,1,1
1_N_1_1,1_N_3_75,49.35275256,2,1
1_N_1_68,1_N_3_75,9.870550512,2,1
1_N_1_73,1_N_3_75,9.870550512,2,1
1_N_1_75,1_N_3_75,9.870550512,2,1
1_I_95_1,1_N_3_75,3,0,2
1_V_8_1,1_N_3_75,3,0,2
1_I_110_1,1_N_3_75,3,0,2
1_V_8_1,1_N_3_75,3,0,2
1_I_144_1,1_N_3_75,3,0,2
1_V_10_1,1_N_3_75,3,0,2
1_I_155_1,1_N_3_75,3,0,2
1_V_13_1,1_N_3_75,3,0,2
1_I_177_1,1_N_3_75,3,0,2
1_V_14_1,1_N_3_75,3,0,2
1_I_228_1,1_N_3_75,3,0,2
1_V_18_1,1_N_3_75,3,0,2
1_I_302_1,1_N_3_75,3,0,2
1_V_23_1,1_N_3_75,3,0,2
1_I_319_1,1_N_3_75,3,0,2
1_V_24_1,1_N_3_75,3,0,2
1_N_2_1,1_N_3_76,19.48392221,1,1
1_N_2_72,1_N_3_76,19.48392221,1,1
1_N_2_74,1_N_3_76,77.93568884,1,1
1_N_2_76,1_N_3_76,58.45176663,1,1
1_N_2_78,1_N_3_76,58.45176663,1,1
1_N_2_79,1_N_3_76,38.96784442,1,1
1_N_2_81,1_N_3_76,19.48392221,1,1
1_N_1_1,1_N_3_76,88.83495461,2,1
1_N_1_74,1_N_3_76,19.74110102,2,1
1_N_1_76,1_N_3_76,9.870550512,2,1
1_N_1_78,1_N_3_76,9.870550512,2,1
1_N_1_81,1_N_3_76,9.870550512,2,1
1_N_1_83,1_N_3_76,9.870550512,2,1
1_I_4_1,1_N_3_76,3,0,2
1_V_1_1,1_N_3_76,3,0,2
1_I_5_1,1_N_3_76,3,0,2
1_V_1_1,1_N_3_76,3,0,2
1_I_106_1,1_N_3_76,3,0,2
1_V_8_1,1_N_3_76,3,0,2
1_I_125_1,1_N_3_76,3,0,2
1_V_9_1,1_N_3_76,3,0,2
1_I_130_1,1_N_3_76,3,0,2
1_V_9_1,1_N_3_76,3,0,2
1_I_160_1,1_N_3_76,3,0,2
1_V_13_1,1_N_3_76,3,0,2
1_I_170_1,1_N_3_76,3,0,2
1_V_14_1,1_N_3_76,3,0,2
1_I_174_1,1_N_3_76,3,0,2
1_V_14_1,1_N_3_76,3,0,2
1_I_180_1,1_N_3_76,3,0,2
1_V_14_1,1_N_3_76,3,0,2
1_I_183_1,1_N_3_76,3,0,2
1_V_14_1,1_N_3_76,3,0,2
1_I_207_1,1_N_3_76,3,0,2
1_V_16_1,1_N_3_76,3,0,2
1_I_217_1,1_N_3_76,3,0,2
1_V_16_1,1_N_3_76,3,0,2
1_I_242_1,1_N_3_76,3,0,2
1_V_18_1,1_N_3_76,3,0,2
1_I_272_1,1_N_3_76,3,0,2
1_V_22_1,1_N_3_76,3,0,2
1_I_315_1,1_N_3_76,3,0,2
1_V_23_1,1_N_3_76,3,0,2
1_N_2_1,1_N_3_77,19.48392221,1,1
1_N_2_76,1_N_3_77,19.48392221,1,1
1_N_2_77,1_N_3_77,19.48392221,1,1
1_N_2_78,1_N_3_77,38.96784442,1,1
1_N_2_79,1_N_3_77,19.48392221,1,1
1_N_1_1,1_N_3_77,29.61165154,2,1
1_N_1_71,1_N_3_77,9.870550512,2,1
1_N_1_72,1_N_3_77,9.870550512,2,1
1_N_1_73,1_N_3_77,9.870550512,2,1
1_I_3_1,1_N_3_77,3,0,2
1_V_1_1,1_N_3_77,3,0,2
1_I_38_1,1_N_3_77,3,0,2
1_V_4_1,1_N_3_77,3,0,2
1_I_102_1,1_N_3_77,3,0,2
1_V_8_1,1_N_3_77,3,0,2
1_I_109_1,1_N_3_77,3,0,2
1_V_8_1,1_N_3_77,3,0,2
1_I_232_1,1_N_3_77,3,0,2
1_V_18_1,1_N_3_77,3,0,2
1_I_292_1,1_N_3_77,3,0,2
1_V_22_1,1_N_3_77,3,0,2
1_N_2_1,1_N_3_78,19.48392221,1,1
1_N_2_74,1_N_3_78,19.48392221,1,1
1_N_2_76,1_N_3_78,38.96784442,1,1
1_N_2_78,1_N_3_78,19.48392221,1,1
1_N_1_1,1_N_3_78,19.74110102,2,1
1_N_1_74,1_N_3_78,19.74110102,2,1
1_N_1_78,1_N_3_78,9.870550512,2,1
1_I_17_1,1_N_3_78,3,0,2
1_V_2_1,1_N_3_78,3,0,2
1_I_67_1,1_N_3_78,3,0,2
1_V_7_1,1_N_3_78,3,0,2
1_I_135_1,1_N_3_78,3,0,2
1_V_9_1,1_N_3_78,3,0,2
1_I_157_1,1_N_3_78,3,0,2
1_V_13_1,1_N_3_78,3,0,2
1_I_172_1,1_N_3_78,3,0,2
1_V_14_1,1_N_3_78,3,0,2
1_N_2_1,1_N_3_79,19.48392221,1,1
1_N_2_74,1_N_3_79,38.96784442,1,1
1_N_2_76,1_N_3_79,38.96784442,1,1
1_N_2_78,1_N_3_79,58.45176663,1,1
1_N_2_81,1_N_3_79,38.96784442,1,1
1_N_2_84,1_N_3_79,38.96784442,1,1
1_N_1_1,1_N_3_79,69.09385358,2,1
1_N_1_78,1_N_3_79,9.870550512,2,1
1_N_1_79,1_N_3_79,29.61165154,2,1
1_N_1_83,1_N_3_79,9.870550512,2,1
1_I_12_1,1_N_3_79,3,0,2
1_V_1_1,1_N_3_79,3,0,2
1_I_23_1,1_N_3_79,3,0,2
1_V_4_1,1_N_3_79,3,0,2
1_I_87_1,1_N_3_79,3,0,2
1_V_8_1,1_N_3_79,3,0,2
1_I_108_1,1_N_3_79,3,0,2
1_V_8_1,1_N_3_79,3,0,2
1_I_119_1,1_N_3_79,3,0,2
1_V_8_1,1_N_3_79,3,0,2
1_I_142_1,1_N_3_79,3,0,2
1_V_10_1,1_N_3_79,3,0,2
1_I_186_1,1_N_3_79,3,0,2
1_V_14_1,1_N_3_79,3,0,2
1_I_187_1,1_N_3_79,3,0,2
1_V_14_1,1_N_3_79,3,0,2
1_I_234_1,1_N_3_79,3,0,2
1_V_18_1,1_N_3_79,3,0,2
1_I_251_1,1_N_3_79,3,0,2
1_V_20_1,1_N_3_79,3,0,2
1_I_261_1,1_N_3_79,3,0,2
1_V_21_1,1_N_3_79,3,0,2
1_I_307_1,1_N_3_79,3,0,2
1_V_23_1,1_N_3_79,3,0,2
1_N_2_79,1_N_3_80,19.48392221,1,1
1_N_2_81,1_N_3_80,19.48392221,1,1
1_N_2_85,1_N_3_80,19.48392221,1,1
1_N_1_1,1_N_3_80,9.870550512,2,1
1_N_1_73,1_N_3_80,9.870550512,2,1
1_N_1_80,1_N_3_80,9.870550512,2,1
1_I_76_1,1_N_3_80,3,0,2
1_V_8_1,1_N_3_80,3,0,2
1_I_195_1,1_N_3_80,3,0,2
1_V_15_1,1_N_3_80,3,0,2
1_I_296_1,1_N_3_80,3,0,2
1_V_23_1,1_N_3_80,3,0,2
1_N_2_1,1_N_3_81,38.96784442,1,1
1_N_2_66,1_N_3_81,19.48392221,1,1
1_N_2_76,1_N_3_81,19.48392221,1,1
1_N_2_78,1_N_3_81,19.48392221,1,1
1_N_2_79,1_N_3_81,77.93568884,1,1
1_N_2_81,1_N_3_81,19.48392221,1,1
1_N_2_83,1_N_3_81,38.96784442,1,1
1_N_2_84,1_N_3_81,19.48392221,1,1
1_N_1_1,1_N_3_81,69.09385358,2,1
1_N_1_68,1_N_3_81,9.870550512,2,1
1_N_1_69,1_N_3_81,9.870550512,2,1
1_N_1_74,1_N_3_81,9.870550512,2,1
1_N_1_78,1_N_3_81,19.74110102,2,1
1_N_1_81,1_N_3_81,9.870550512,2,1
1_I_35_1,1_N_3_81,3,0,2
1_V_4_1,1_N_3_81,3,0,2
1_I_47_1,1_N_3_81,3,0,2
1_V_4_1,1_N_3_81,3,0,2
1_I_65_1,1_N_3_81,3,0,2
1_V_7_1,1_N_3_81,3,0,2
1_I_69_1,1_N_3_81,3,0,2
1_V_7_1,1_N_3_81,3,0,2
1_I_133_1,1_N_3_81,3,0,2
1_V_9_1,1_N_3_81,3,0,2
1_I_134_1,1_N_3_81,3,0,2
1_V_9_1,1_N_3_81,3,0,2
1_I_181_1,1_N_3_81,3,0,2
1_V_14_1,1_N_3_81,3,0,2
1_I_222_1,1_N_3_81,3,0,2
1_V_18_1,1_N_3_81,3,0,2
1_I_225_1,1_N_3_81,3,0,2
1_V_18_1,1_N_3_81,3,0,2
1_I_227_1,1_N_3_81,3,0,2
1_V_18_1,1_N_3_81,3,0,2
1_I_237_1,1_N_3_81,3,0,2
1_V_18_1,1_N_3_81,3,0,2
1_I_283_1,1_N_3_81,3,0,2
1_V_22_1,1_N_3_81,3,0,2
1_I_303_1,1_N_3_81,3,0,2
1_V_23_1,1_N_3_81,3,0,2
1_N_2_71,1_N_3_83,19.48392221,1,1
1_N_2_75,1_N_3_83,19.48392221,1,1
1_N_2_81,1_N_3_83,38.96784442,1,1
1_N_1_1,1_N_3_83,39.48220205,2,1
1_I_136_1,1_N_3_83,3,0,2
1_V_9_1,1_N_3_83,3,0,2
1_I_147_1,1_N_3_83,3,0,2
1_V_10_1,1_N_3_83,3,0,2
1_I_224_1,1_N_3_83,3,0,2
1_V_18_1,1_N_3_83,3,0,2
1_I_264_1,1_N_3_83,3,0,2
1_V_21_1,1_N_3_83,3,0,2
1_N_2_1,1_N_3_84,19.48392221,1,1
1_N_2_71,1_N_3_84,19.48392221,1,1
1_N_2_83,1_N_3_84,38.96784442,1,1
1_N_1_1,1_N_3_84,19.74110102,2,1
1_N_1_84,1_N_3_84,19.74110102,2,1
1_I_163_1,1_N_3_84,3,0,2
1_V_13_1,1_N_3_84,3,0,2
1_I_221_1,1_N_3_84,3,0,2
1_V_17_1,1_N_3_84,3,0,2
1_I_280_1,1_N_3_84,3,0,2
1_V_22_1,1_N_3_84,3,0,2
1_I_295_1,1_N_3_84,3,0,2
1_V_23_1,1_N_3_84,3,0,2
1_N_2_1,1_N_3_85,19.48392221,1,1
1_N_2_80,1_N_3_85,19.48392221,1,1
1_N_2_81,1_N_3_85,19.48392221,1,1
1_N_2_83,1_N_3_85,19.48392221,1,1
1_N_2_86,1_N_3_85,19.48392221,1,1
1_N_2_89,1_N_3_85,19.48392221,1,1
1_N_1_1,1_N_3_85,29.61165154,2,1
1_N_1_54,1_N_3_85,9.870550512,2,1
1_N_1_76,1_N_3_85,9.870550512,2,1
1_N_1_85,1_N_3_85,9.870550512,2,1
1_I_59_1,1_N_3_85,3,0,2
1_V_6_1,1_N_3_85,3,0,2
1_I_111_1,1_N_3_85,3,0,2
1_V_8_1,1_N_3_85,3,0,2
1_I_184_1,1_N_3_85,3,0,2
1_V_14_1,1_N_3_85,3,0,2
1_I_233_1,1_N_3_85,3,0,2
1_V_18_1,1_N_3_85,3,0,2
1_I_269_1,1_N_3_85,3,0,2
1_V_22_1,1_N_3_85,3,0,2
1_I_285_1,1_N_3_85,3,0,2
1_V_22_1,1_N_3_85,3,0,2
1_N_2_1,1_N_3_86,19.48392221,1,1
1_N_2_89,1_N_3_86,19.48392221,1,1
1_N_1_1,1_N_3_86,9.870550512,2,1
1_N_1_74,1_N_3_86,9.870550512,2,1
1_I_66_1,1_N_3_86,3,0,2
1_V_7_1,1_N_3_86,3,0,2
1_I_150_1,1_N_3_86,3,0,2
1_V_12_1,1_N_3_86,3,0,2
1_N_2_84,1_N_3_87,19.48392221,1,1
1_N_2_96,1_N_3_87,19.48392221,1,1
1_N_1_78,1_N_3_87,9.870550512,2,1
1_N_1_92,1_N_3_87,9.870550512,2,1
1_I_72_1,1_N_3_87,3,0,2
1_V_7_1,1_N_3_87,3,0,2
1_I_99_1,1_N_3_87,3,0,2
1_V_8_1,1_N_3_87,3,0,2
1_N_2_89,1_N_3_88,19.48392221,1,1
1_N_1_1,1_N_3_88,9.870550512,2,1
1_I_158_1,1_N_3_88,3,0,2
1_V_13_1,1_N_3_88,3,0,2
1_N_2_82,1_N_3_89,19.48392221,1,1
1_N_1_77,1_N_3_89,9.870550512,2,1
1_I_262_1,1_N_3_89,3,0,2
1_V_21_1,1_N_3_89,3,0,2
1_N_2_83,1_N_3_90,19.48392221,1,1
1_N_2_88,1_N_3_90,19.48392221,1,1
1_N_1_1,1_N_3_90,19.74110102,2,1
1_I_1_1,1_N_3_90,3,0,2
1_V_1_1,1_N_3_90,3,0,2
1_I_247_1,1_N_3_90,3,0,2
1_V_19_1,1_N_3_90,3,0,2
1_N_2_94,1_N_3_95,19.48392221,1,1
1_N_1_1,1_N_3_95,9.870550512,2,1
1_I_75_1,1_N_3_95,3,0,2
1_V_8_1,1_N_3_95,3,0,2
1_N_2_102,1_N_3_98,19.48392221,1,1
1_N_1_1,1_N_3_98,9.870550512,2,1
1_I_149_1,1_N_3_98,3,0,2
1_V_11_1,1_N_3_98,3,0,2
1_N_3_57,1_N_4_1,21.39329192,1,1
1_N_3_58,1_N_4_1,21.39329192,1,1
1_N_3_60,1_N_4_1,42.78658385,1,1
1_N_3_63,1_N_4_1,21.39329192,1,1
1_N_3_64,1_N_4_1,64.17987577,1,1
1_N_3_65,1_N_4_1,21.39329192,1,1
1_N_3_66,1_N_4_1,21.39329192,1,1
1_N_3_67,1_N_4_1,21.39329192,1,1
1_N_3_68,1_N_4_1,64.17987577,1,1
1_N_3_69,1_N_4_1,64.17987577,1,1
1_N_3_70,1_N_4_1,21.39329192,1,1
1_N_3_72,1_N_4_1,42.78658385,1,1
1_N_3_73,1_N_4_1,42.78658385,1,1
1_N_3_74,1_N_4_1,42.78658385,1,1
1_N_3_76,1_N_4_1,42.78658385,1,1
1_N_3_77,1_N_4_1,21.39329192,1,1
1_N_3_78,1_N_4_1,21.39329192,1,1
1_N_3_79,1_N_4_1,21.39329192,1,1
1_N_3_84,1_N_4_1,21.39329192,1,1
1_N_3_86,1_N_4_1,21.39329192,1,1
1_N_2_1,1_N_4_1,86.57167505,2,1
1_N_2_59,1_N_4_1,23.61045683,2,1
1_N_2_60,1_N_4_1,15.74030455,2,1
1_N_2_64,1_N_4_1,7.870152277,2,1
1_N_2_66,1_N_4_1,7.870152277,2,1
1_N_2_69,1_N_4_1,23.61045683,2,1
1_N_2_71,1_N_4_1,23.61045683,2,1
1_N_2_72,1_N_4_1,15.74030455,2,1
1_N_2_73,1_N_4_1,7.870152277,2,1
1_N_2_75,1_N_4_1,7.870152277,2,1
1_N_2_76,1_N_4_1,15.74030455,2,1
1_N_2_77,1_N_4_1,7.870152277,2,1
1_N_1_1,1_N_4_1,67.77929468,3,1
1_N_1_57,1_N_4_1,3.987017334,3,1
1_N_1_65,1_N_4_1,3.987017334,3,1
1_N_1_68,1_N_4_1,3.987017334,3,1
1_N_1_69,1_N_4_1,3.987017334,3,1
1_N_1_73,1_N_4_1,7.974034668,3,1
1_N_1_74,1_N_4_1,3.987017334,3,1
1_N_1_77,1_N_4_1,3.987017334,3,1
1_N_1_78,1_N_4_1,11.961052,3,1
1_N_1_79,1_N_4_1,3.987017334,3,1
1_N_1_81,1_N_4_1,3.987017334,3,1
1_N_1_84,1_N_4_1,3.987017334,3,1
1_I_2_1,1_N_4_1,3,0,2
1_V_1_1,1_N_4_1,3,0,2
1_I_3_1,1_N_4_1,3,0,2
1_V_1_1,1_N_4_1,3,0,2
1_I_4_1,1_N_4_1,3,0,2
1_V_1_1,1_N_4_1,3,0,2
1_I_13_1,1_N_4_1,3,0,2
1_V_1_1,1_N_4_1,3,0,2
1_I_18_1,1_N_4_1,3,0,2
1_V_3_1,1_N_4_1,3,0,2
1_I_62_1,1_N_4_1,3,0,2
1_V_6_1,1_N_4_1,3,0,2
1_I_66_1,1_N_4_1,3,0,2
1_V_7_1,1_N_4_1,3,0,2
1_I_71_1,1_N_4_1,3,0,2
1_V_7_1,1_N_4_1,3,0,2
1_I_73_1,1_N_4_1,3,0,2
1_V_7_1,1_N_4_1,3,0,2
1_I_93_1,1_N_4_1,3,0,2
1_V_8_1,1_N_4_1,3,0,2
1_I_112_1,1_N_4_1,3,0,2
1_V_8_1,1_N_4_1,3,0,2
1_I_116_1,1_N_4_1,3,0,2
1_V_8_1,1_N_4_1,3,0,2
1_I_124_1,1_N_4_1,3,0,2
1_V_9_1,1_N_4_1,3,0,2
1_I_127_1,1_N_4_1,3,0,2
1_V_9_1,1_N_4_1,3,0,2
1_I_142_1,1_N_4_1,3,0,2
1_V_10_1,1_N_4_1,3,0,2
1_I_148_1,1_N_4_1,3,0,2
1_V_11_1,1_N_4_1,3,0,2
1_I_157_1,1_N_4_1,3,0,2
1_V_13_1,1_N_4_1,3,0,2
1_I_165_1,1_N_4_1,3,0,2
1_V_13_1,1_N_4_1,3,0,2
1_I_220_1,1_N_4_1,3,0,2
1_V_16_1,1_N_4_1,3,0,2
1_I_221_1,1_N_4_1,3,0,2
1_V_17_1,1_N_4_1,3,0,2
1_I_236_1,1_N_4_1,3,0,2
1_V_18_1,1_N_4_1,3,0,2
1_I_242_1,1_N_4_1,3,0,2
1_V_18_1,1_N_4_1,3,0,2
1_I_248_1,1_N_4_1,3,0,2
1_V_19_1,1_N_4_1,3,0,2
1_I_250_1,1_N_4_1,3,0,2
1_V_19_1,1_N_4_1,3,0,2
1_I_253_1,1_N_4_1,3,0,2
1_V_20_1,1_N_4_1,3,0,2
1_I_257_1,1_N_4_1,3,0,2
1_V_20_1,1_N_4_1,3,0,2
1_I_260_1,1_N_4_1,3,0,2
1_V_20_1,1_N_4_1,3,0,2
1_I_277_1,1_N_4_1,3,0,2
1_V_22_1,1_N_4_1,3,0,2
1_I_288_1,1_N_4_1,3,0,2
1_V_22_1,1_N_4_1,3,0,2
1_I_299_1,1_N_4_1,3,0,2
1_V_23_1,1_N_4_1,3,0,2
1_I_316_1,1_N_4_1,3,0,2
1_V_23_1,1_N_4_1,3,0,2
1_N_3_51,1_N_4_48,21.39329192,1,1
1_N_2_48,1_N_4_48,7.870152277,2,1
1_N_1_1,1_N_4_48,3.987017334,3,1
1_I_204_1,1_N_4_48,3,0,2
1_V_15_1,1_N_4_48,3,0,2
1_N_3_47,1_N_4_49,21.39329192,1,1
1_N_2_49,1_N_4_49,7.870152277,2,1
1_N_1_47,1_N_4_49,3.987017334,3,1
1_I_318_1,1_N_4_49,3,0,2
1_V_23_1,1_N_4_49,3,0,2
1_N_3_51,1_N_4_52,21.39329192,1,1
1_N_2_52,1_N_4_52,7.870152277,2,1
1_N_1_1,1_N_4_52,3.987017334,3,1
1_I_68_1,1_N_4_52,3,0,2
1_V_7_1,1_N_4_52,3,0,2
1_N_3_51,1_N_4_53,21.39329192,1,1
1_N_2_49,1_N_4_53,7.870152277,2,1
1_N_1_49,1_N_4_53,3.987017334,3,1
1_I_203_1,1_N_4_53,3,0,2
1_V_15_1,1_N_4_53,3,0,2
1_N_3_1,1_N_4_54,21.39329192,1,1
1_N_3_51,1_N_4_54,21.39329192,1,1
1_N_3_56,1_N_4_54,21.39329192,1,1
1_N_3_60,1_N_4_54,21.39329192,1,1
1_N_2_46,1_N_4_54,7.870152277,2,1
1_N_2_53,1_N_4_54,7.870152277,2,1
1_N_2_54,1_N_4_54,7.870152277,2,1
1_N_2_59,1_N_4_54,7.870152277,2,1
1_N_1_1,1_N_4_54,15.94806934,3,1
1_I_41_1,1_N_4_54,3,0,2
1_V_4_1,1_N_4_54,3,0,2
1_I_45_1,1_N_4_54,3,0,2
1_V_4_1,1_N_4_54,3,0,2
1_I_246_1,1_N_4_54,3,0,2
1_V_19_1,1_N_4_54,3,0,2
1_I_309_1,1_N_4_54,3,0,2
1_V_23_1,1_N_4_54,3,0,2
1_N_3_58,1_N_4_55,21.39329192,1,1
