pre,post,weight,delay,type
1_V_11_1,1_T_4_6,3,0,2
1_I_161_1,1_T_4_6,3,0,2
1_V_13_1,1_T_4_6,3,0,2
1_I_175_1,1_T_4_6,3,0,2
1_V_14_1,1_T_4_6,3,0,2
1_I_236_1,1_T_4_6,3,0,2
1_V_18_1,1_T_4_6,3,0,2
1_I_248_1,1_T_4_6,3,0,2
1_V_19_1,1_T_4_6,3,0,2
1_I_269_1,1_T_4_6,3,0,2
1_V_22_1,1_T_4_6,3,0,2
1_T_3_1,1_T_4_7,21.39329192,1,1
1_T_3_2,1_T_4_7,21.39329192,1,1
1_T_2_4,1_T_4_7,7.870152277,2,1
1_T_1_20,1_T_4_7,3.987017334,3,1
1_I_62_1,1_T_4_7,3,0,2
1_V_6_1,1_T_4_7,3,0,2
1_T_3_1,1_T_4_8,21.39329192,1,1
1_T_3_2,1_T_4_8,64.17987577,1,1
1_T_3_4,1_T_4_8,64.17987577,1,1
1_T_3_8,1_T_4_8,149.7530435,1,1
1_T_3_12,1_T_4_8,21.39329192,1,1
1_T_3_14,1_T_4_8,21.39329192,1,1
1_T_3_16,1_T_4_8,85.57316769,1,1
1_T_2_1,1_T_4_8,7.870152277,2,1
1_T_2_2,1_T_4_8,23.61045683,2,1
1_T_2_4,1_T_4_8,23.61045683,2,1
1_T_2_6,1_T_4_8,7.870152277,2,1
1_T_2_7,1_T_4_8,7.870152277,2,1
1_T_2_8,1_T_4_8,70.8313705,2,1
1_T_2_15,1_T_4_8,7.870152277,2,1
1_T_2_16,1_T_4_8,7.870152277,2,1
1_T_1_1,1_T_4_8,3.987017334,3,1
1_T_1_4,1_T_4_8,7.974034668,3,1
1_T_1_6,1_T_4_8,7.974034668,3,1
1_T_1_8,1_T_4_8,15.94806934,3,1
1_T_1_16,1_T_4_8,11.961052,3,1
1_T_1_20,1_T_4_8,7.974034668,3,1
1_T_1_24,1_T_4_8,11.961052,3,1
1_T_1_56,1_T_4_8,3.987017334,3,1
1_T_1_64,1_T_4_8,3.987017334,3,1
1_I_65_1,1_T_4_8,3,0,2
1_V_7_1,1_T_4_8,3,0,2
1_I_80_1,1_T_4_8,3,0,2
1_V_8_1,1_T_4_8,3,0,2
1_I_87_1,1_T_4_8,3,0,2
1_V_8_1,1_T_4_8,3,0,2
1_I_97_1,1_T_4_8,3,0,2
1_V_8_1,1_T_4_8,3,0,2
1_I_102_1,1_T_4_8,3,0,2
1_V_8_1,1_T_4_8,3,0,2
1_I_103_1,1_T_4_8,3,0,2
1_V_8_1,1_T_4_8,3,0,2
1_I_108_1,1_T_4_8,3,0,2
1_V_8_1,1_T_4_8,3,0,2
1_I_113_1,1_T_4_8,3,0,2
1_V_8_1,1_T_4_8,3,0,2
1_I_118_1,1_T_4_8,3,0,2
1_V_8_1,1_T_4_8,3,0,2
1_I_123_1,1_T_4_8,3,0,2
1_V_9_1,1_T_4_8,3,0,2
1_I_154_1,1_T_4_8,3,0,2
1_V_13_1,1_T_4_8,3,0,2
1_I_164_1,1_T_4_8,3,0,2
1_V_13_1,1_T_4_8,3,0,2
1_I_184_1,1_T_4_8,3,0,2
1_V_14_1,1_T_4_8,3,0,2
1_I_206_1,1_T_4_8,3,0,2
1_V_16_1,1_T_4_8,3,0,2
1_I_228_1,1_T_4_8,3,0,2
1_V_18_1,1_T_4_8,3,0,2
1_I_229_1,1_T_4_8,3,0,2
1_V_18_1,1_T_4_8,3,0,2
1_I_231_1,1_T_4_8,3,0,2
1_V_18_1,1_T_4_8,3,0,2
1_I_240_1,1_T_4_8,3,0,2
1_V_18_1,1_T_4_8,3,0,2
1_I_272_1,1_T_4_8,3,0,2
1_V_22_1,1_T_4_8,3,0,2
1_I_320_1,1_T_4_8,3,0,2
1_V_25_1,1_T_4_8,3,0,2
1_T_3_1,1_T_4_12,21.39329192,1,1
1_T_3_4,1_T_4_12,21.39329192,1,1
1_T_3_8,1_T_4_12,21.39329192,1,1
1_T_3_24,1_T_4_12,21.39329192,1,1
1_T_2_1,1_T_4_12,7.870152277,2,1
1_T_2_8,1_T_4_12,7.870152277,2,1
1_T_2_12,1_T_4_12,15.74030455,2,1
1_T_1_1,1_T_4_12,3.987017334,3,1
1_T_1_16,1_T_4_12,3.987017334,3,1
1_T_1_48,1_T_4_12,3.987017334,3,1
1_T_1_64,1_T_4_12,3.987017334,3,1
1_I_91_1,1_T_4_12,3,0,2
1_V_8_1,1_T_4_12,3,0,2
1_I_211_1,1_T_4_12,3,0,2
1_V_16_1,1_T_4_12,3,0,2
1_I_237_1,1_T_4_12,3,0,2
1_V_18_1,1_T_4_12,3,0,2
1_I_270_1,1_T_4_12,3,0,2
1_V_22_1,1_T_4_12,3,0,2
1_T_3_2,1_T_4_15,21.39329192,1,1
1_T_2_6,1_T_4_15,7.870152277,2,1
1_T_1_16,1_T_4_15,3.987017334,3,1
1_I_34_1,1_T_4_15,3,0,2
1_V_4_1,1_T_4_15,3,0,2
1_T_3_2,1_T_4_16,42.78658385,1,1
1_T_3_8,1_T_4_16,64.17987577,1,1
1_T_2_4,1_T_4_16,7.870152277,2,1
1_T_2_6,1_T_4_16,15.74030455,2,1
1_T_2_12,1_T_4_16,7.870152277,2,1
1_T_2_16,1_T_4_16,7.870152277,2,1
1_T_1_4,1_T_4_16,3.987017334,3,1
1_T_1_8,1_T_4_16,3.987017334,3,1
1_T_1_16,1_T_4_16,7.974034668,3,1
1_T_1_48,1_T_4_16,3.987017334,3,1
1_I_34_1,1_T_4_16,3,0,2
1_V_4_1,1_T_4_16,3,0,2
1_I_50_1,1_T_4_16,3,0,2
1_V_5_1,1_T_4_16,3,0,2
1_I_131_1,1_T_4_16,3,0,2
1_V_9_1,1_T_4_16,3,0,2
1_I_220_1,1_T_4_16,3,0,2
1_V_16_1,1_T_4_16,3,0,2
1_I_250_1,1_T_4_16,3,0,2
1_V_19_1,1_T_4_16,3,0,2
1_T_3_2,1_T_4_24,42.78658385,1,1
1_T_3_4,1_T_4_24,21.39329192,1,1
1_T_2_6,1_T_4_24,15.74030455,2,1
1_T_2_8,1_T_4_24,7.870152277,2,1
1_T_1_24,1_T_4_24,3.987017334,3,1
1_T_1_48,1_T_4_24,3.987017334,3,1
1_I_39_1,1_T_4_24,3,0,2
1_V_4_1,1_T_4_24,3,0,2
1_I_90_1,1_T_4_24,3,0,2
1_V_8_1,1_T_4_24,3,0,2
1_I_92_1,1_T_4_24,3,0,2
1_V_8_1,1_T_4_24,3,0,2
1_T_3_4,1_T_4_32,21.39329192,1,1
1_T_2_28,1_T_4_32,7.870152277,2,1
1_T_1_64,1_T_4_32,3.987017334,3,1
1_I_85_1,1_T_4_32,3,0,2
1_V_8_1,1_T_4_32,3,0,2
1_T_3_2,1_T_4_36,21.39329192,1,1
1_T_3_8,1_T_4_36,21.39329192,1,1
1_T_2_8,1_T_4_36,7.870152277,2,1
1_T_2_10,1_T_4_36,7.870152277,2,1
1_T_1_16,1_T_4_36,3.987017334,3,1
1_T_1_36,1_T_4_36,3.987017334,3,1
1_I_19_1,1_T_4_36,3,0,2
1_V_4_1,1_T_4_36,3,0,2
1_I_260_1,1_T_4_36,3,0,2
1_V_20_1,1_T_4_36,3,0,2
1_T_4_1,1_T_5_1,747.1536285,1,1
1_T_4_2,1_T_5_1,86.21003405,1,1
1_T_4_3,1_T_5_1,143.6833901,1,1
1_T_4_4,1_T_5_1,28.73667802,1,1
1_T_4_6,1_T_5_1,28.73667802,1,1
1_T_3_1,1_T_5_1,192.5966454,2,1
1_T_3_2,1_T_5_1,43.77196485,2,1
1_T_3_3,1_T_5_1,17.50878594,2,1
1_T_3_4,1_T_5_1,17.50878594,2,1
1_T_3_6,1_T_5_1,17.50878594,2,1
1_T_3_8,1_T_5_1,17.50878594,2,1
1_T_3_12,1_T_5_1,8.754392971,2,1
1_T_3_26,1_T_5_1,8.754392971,2,1
1_T_2_1,1_T_5_1,61.19066268,3,1
1_T_2_2,1_T_5_1,22.54392836,3,1
1_T_2_3,1_T_5_1,6.441122388,3,1
1_T_2_4,1_T_5_1,9.661683581,3,1
1_T_2_6,1_T_5_1,3.220561194,3,1
1_T_2_8,1_T_5_1,3.220561194,3,1
1_T_2_12,1_T_5_1,6.441122388,3,1
1_T_1_1,1_T_5_1,6.526142241,4,1
1_T_1_2,1_T_5_1,6.526142241,4,1
1_T_1_4,1_T_5_1,6.526142241,4,1
1_T_1_7,1_T_5_1,1.63153556,4,1
1_T_1_8,1_T_5_1,1.63153556,4,1
1_T_1_10,1_T_5_1,1.63153556,4,1
1_T_1_12,1_T_5_1,6.526142241,4,1
1_T_1_14,1_T_5_1,3.263071121,4,1
1_T_1_16,1_T_5_1,4.894606681,4,1
1_T_1_20,1_T_5_1,3.263071121,4,1
1_T_1_24,1_T_5_1,1.63153556,4,1
1_T_1_28,1_T_5_1,1.63153556,4,1
1_T_1_36,1_T_5_1,1.63153556,4,1
1_T_1_45,1_T_5_1,1.63153556,4,1
1_T_1_48,1_T_5_1,1.63153556,4,1
1_T_1_63,1_T_5_1,1.63153556,4,1
1_I_1_1,1_T_5_1,3,0,2
1_V_1_1,1_T_5_1,3,0,2
1_I_18_1,1_T_5_1,3,0,2
1_V_3_1,1_T_5_1,3,0,2
1_I_25_1,1_T_5_1,3,0,2
1_V_4_1,1_T_5_1,3,0,2
1_I_45_1,1_T_5_1,3,0,2
1_V_4_1,1_T_5_1,3,0,2
1_I_47_1,1_T_5_1,3,0,2
1_V_4_1,1_T_5_1,3,0,2
1_I_56_1,1_T_5_1,3,0,2
1_V_6_1,1_T_5_1,3,0,2
1_I_70_1,1_T_5_1,3,0,2
1_V_7_1,1_T_5_1,3,0,2
1_I_71_1,1_T_5_1,3,0,2
1_V_7_1,1_T_5_1,3,0,2
1_I_75_1,1_T_5_1,3,0,2
1_V_8_1,1_T_5_1,3,0,2
1_I_96_1,1_T_5_1,3,0,2
1_V_8_1,1_T_5_1,3,0,2
1_I_105_1,1_T_5_1,3,0,2
1_V_8_1,1_T_5_1,3,0,2
1_I_111_1,1_T_5_1,3,0,2
1_V_8_1,1_T_5_1,3,0,2
1_I_124_1,1_T_5_1,3,0,2
1_V_9_1,1_T_5_1,3,0,2
1_I_133_1,1_T_5_1,3,0,2
1_V_9_1,1_T_5_1,3,0,2
1_I_145_1,1_T_5_1,3,0,2
1_V_10_1,1_T_5_1,3,0,2
1_I_163_1,1_T_5_1,3,0,2
1_V_13_1,1_T_5_1,3,0,2
1_I_165_1,1_T_5_1,3,0,2
1_V_13_1,1_T_5_1,3,0,2
1_I_168_1,1_T_5_1,3,0,2
1_V_13_1,1_T_5_1,3,0,2
1_I_169_1,1_T_5_1,3,0,2
1_V_14_1,1_T_5_1,3,0,2
1_I_183_1,1_T_5_1,3,0,2
1_V_14_1,1_T_5_1,3,0,2
1_I_191_1,1_T_5_1,3,0,2
1_V_15_1,1_T_5_1,3,0,2
1_I_193_1,1_T_5_1,3,0,2
1_V_15_1,1_T_5_1,3,0,2
1_I_198_1,1_T_5_1,3,0,2
1_V_15_1,1_T_5_1,3,0,2
1_I_201_1,1_T_5_1,3,0,2
1_V_15_1,1_T_5_1,3,0,2
1_I_204_1,1_T_5_1,3,0,2
1_V_15_1,1_T_5_1,3,0,2
1_I_215_1,1_T_5_1,3,0,2
1_V_16_1,1_T_5_1,3,0,2
1_I_221_1,1_T_5_1,3,0,2
1_V_17_1,1_T_5_1,3,0,2
1_I_224_1,1_T_5_1,3,0,2
1_V_18_1,1_T_5_1,3,0,2
1_I_225_1,1_T_5_1,3,0,2
1_V_18_1,1_T_5_1,3,0,2
1_I_248_1,1_T_5_1,3,0,2
1_V_19_1,1_T_5_1,3,0,2
1_I_309_1,1_T_5_1,3,0,2
1_V_23_1,1_T_5_1,3,0,2
1_I_311_1,1_T_5_1,3,0,2
1_V_23_1,1_T_5_1,3,0,2
1_I_319_1,1_T_5_1,3,0,2
1_V_24_1,1_T_5_1,3,0,2
1_I_327_1,1_T_5_1,3,0,2
1_V_25_1,1_T_5_1,3,0,2
1_T_4_1,1_T_5_2,114.9467121,1,1
1_T_4_2,1_T_5_2,1293.150511,1,1
1_T_4_3,1_T_5_2,57.47335604,1,1
1_T_4_4,1_T_5_2,143.6833901,1,1
1_T_4_6,1_T_5_2,114.9467121,1,1
1_T_4_12,1_T_5_2,28.73667802,1,1
1_T_3_1,1_T_5_2,43.77196485,2,1
1_T_3_2,1_T_5_2,393.9476837,2,1
1_T_3_3,1_T_5_2,8.754392971,2,1
1_T_3_4,1_T_5_2,61.28075079,2,1
1_T_3_6,1_T_5_2,8.754392971,2,1
1_T_3_8,1_T_5_2,8.754392971,2,1
1_T_3_14,1_T_5_2,8.754392971,2,1
1_T_2_1,1_T_5_2,16.10280597,3,1
1_T_2_2,1_T_5_2,125.6018866,3,1
1_T_2_3,1_T_5_2,3.220561194,3,1
1_T_2_4,1_T_5_2,25.76448955,3,1
1_T_2_6,1_T_5_2,6.441122388,3,1
1_T_2_8,1_T_5_2,3.220561194,3,1
1_T_2_12,1_T_5_2,6.441122388,3,1
1_T_2_16,1_T_5_2,3.220561194,3,1
1_T_1_1,1_T_5_2,1.63153556,4,1
1_T_1_2,1_T_5_2,22.84149784,4,1
1_T_1_4,1_T_5_2,3.263071121,4,1
1_T_1_8,1_T_5_2,16.3153556,4,1
1_T_1_10,1_T_5_2,1.63153556,4,1
1_T_1_12,1_T_5_2,17.94689116,4,1
1_T_1_16,1_T_5_2,1.63153556,4,1
1_T_1_18,1_T_5_2,1.63153556,4,1
1_T_1_20,1_T_5_2,1.63153556,4,1
1_T_1_24,1_T_5_2,8.157677801,4,1
1_T_1_28,1_T_5_2,3.263071121,4,1
1_T_1_30,1_T_5_2,1.63153556,4,1
1_T_1_31,1_T_5_2,1.63153556,4,1
1_T_1_32,1_T_5_2,1.63153556,4,1
1_T_1_48,1_T_5_2,1.63153556,4,1
1_T_1_64,1_T_5_2,1.63153556,4,1
1_I_3_1,1_T_5_2,3,0,2
1_V_1_1,1_T_5_2,3,0,2
1_I_4_1,1_T_5_2,3,0,2
1_V_1_1,1_T_5_2,3,0,2
1_I_10_1,1_T_5_2,3,0,2
1_V_1_1,1_T_5_2,3,0,2
1_I_15_1,1_T_5_2,3,0,2
1_V_2_1,1_T_5_2,3,0,2
1_I_17_1,1_T_5_2,3,0,2
1_V_2_1,1_T_5_2,3,0,2
1_I_18_1,1_T_5_2,3,0,2
1_V_3_1,1_T_5_2,3,0,2
1_I_31_1,1_T_5_2,3,0,2
1_V_4_1,1_T_5_2,3,0,2
1_I_33_1,1_T_5_2,3,0,2
1_V_4_1,1_T_5_2,3,0,2
1_I_35_1,1_T_5_2,3,0,2
1_V_4_1,1_T_5_2,3,0,2
1_I_37_1,1_T_5_2,3,0,2
1_V_4_1,1_T_5_2,3,0,2
1_I_38_1,1_T_5_2,3,0,2
1_V_4_1,1_T_5_2,3,0,2
1_I_41_1,1_T_5_2,3,0,2
1_V_4_1,1_T_5_2,3,0,2
1_I_44_1,1_T_5_2,3,0,2
1_V_4_1,1_T_5_2,3,0,2
1_I_66_1,1_T_5_2,3,0,2
1_V_7_1,1_T_5_2,3,0,2
1_I_68_1,1_T_5_2,3,0,2
1_V_7_1,1_T_5_2,3,0,2
1_I_89_1,1_T_5_2,3,0,2
1_V_8_1,1_T_5_2,3,0,2
1_I_91_1,1_T_5_2,3,0,2
1_V_8_1,1_T_5_2,3,0,2
1_I_98_1,1_T_5_2,3,0,2
1_V_8_1,1_T_5_2,3,0,2
1_I_105_1,1_T_5_2,3,0,2
1_V_8_1,1_T_5_2,3,0,2
1_I_109_1,1_T_5_2,3,0,2
1_V_8_1,1_T_5_2,3,0,2
1_I_112_1,1_T_5_2,3,0,2
1_V_8_1,1_T_5_2,3,0,2
1_I_117_1,1_T_5_2,3,0,2
1_V_8_1,1_T_5_2,3,0,2
1_I_120_1,1_T_5_2,3,0,2
1_V_8_1,1_T_5_2,3,0,2
1_I_127_1,1_T_5_2,3,0,2
1_V_9_1,1_T_5_2,3,0,2
1_I_128_1,1_T_5_2,3,0,2
1_V_9_1,1_T_5_2,3,0,2
1_I_136_1,1_T_5_2,3,0,2
1_V_9_1,1_T_5_2,3,0,2
1_I_137_1,1_T_5_2,3,0,2
1_V_9_1,1_T_5_2,3,0,2
1_I_138_1,1_T_5_2,3,0,2
1_V_9_1,1_T_5_2,3,0,2
1_I_139_1,1_T_5_2,3,0,2
1_V_10_1,1_T_5_2,3,0,2
1_I_142_1,1_T_5_2,3,0,2
1_V_10_1,1_T_5_2,3,0,2
1_I_143_1,1_T_5_2,3,0,2
1_V_10_1,1_T_5_2,3,0,2
1_I_145_1,1_T_5_2,3,0,2
1_V_10_1,1_T_5_2,3,0,2
1_I_149_1,1_T_5_2,3,0,2
1_V_11_1,1_T_5_2,3,0,2
1_I_151_1,1_T_5_2,3,0,2
1_V_12_1,1_T_5_2,3,0,2
1_I_175_1,1_T_5_2,3,0,2
1_V_14_1,1_T_5_2,3,0,2
1_I_177_1,1_T_5_2,3,0,2
1_V_14_1,1_T_5_2,3,0,2
1_I_179_1,1_T_5_2,3,0,2
1_V_14_1,1_T_5_2,3,0,2
1_I_182_1,1_T_5_2,3,0,2
1_V_14_1,1_T_5_2,3,0,2
1_I_187_1,1_T_5_2,3,0,2
1_V_14_1,1_T_5_2,3,0,2
1_I_194_1,1_T_5_2,3,0,2
1_V_15_1,1_T_5_2,3,0,2
1_I_202_1,1_T_5_2,3,0,2
1_V_15_1,1_T_5_2,3,0,2
1_I_205_1,1_T_5_2,3,0,2
1_V_15_1,1_T_5_2,3,0,2
1_I_207_1,1_T_5_2,3,0,2
1_V_16_1,1_T_5_2,3,0,2
1_I_208_1,1_T_5_2,3,0,2
1_V_16_1,1_T_5_2,3,0,2
1_I_214_1,1_T_5_2,3,0,2
1_V_16_1,1_T_5_2,3,0,2
1_I_217_1,1_T_5_2,3,0,2
1_V_16_1,1_T_5_2,3,0,2
1_I_226_1,1_T_5_2,3,0,2
1_V_18_1,1_T_5_2,3,0,2
1_I_230_1,1_T_5_2,3,0,2
1_V_18_1,1_T_5_2,3,0,2
1_I_233_1,1_T_5_2,3,0,2
1_V_18_1,1_T_5_2,3,0,2
1_I_234_1,1_T_5_2,3,0,2
1_V_18_1,1_T_5_2,3,0,2
1_I_236_1,1_T_5_2,3,0,2
1_V_18_1,1_T_5_2,3,0,2
1_I_269_1,1_T_5_2,3,0,2
1_V_22_1,1_T_5_2,3,0,2
1_I_273_1,1_T_5_2,3,0,2
1_V_22_1,1_T_5_2,3,0,2
1_I_281_1,1_T_5_2,3,0,2
1_V_22_1,1_T_5_2,3,0,2
1_I_288_1,1_T_5_2,3,0,2
1_V_22_1,1_T_5_2,3,0,2
1_I_289_1,1_T_5_2,3,0,2
1_V_22_1,1_T_5_2,3,0,2
1_I_313_1,1_T_5_2,3,0,2
1_V_23_1,1_T_5_2,3,0,2
1_T_4_1,1_T_5_3,114.9467121,1,1
1_T_4_2,1_T_5_3,57.47335604,1,1
1_T_4_3,1_T_5_3,114.9467121,1,1
1_T_4_4,1_T_5_3,28.73667802,1,1
1_T_3_1,1_T_5_3,17.50878594,2,1
1_T_3_2,1_T_5_3,17.50878594,2,1
1_T_3_3,1_T_5_3,52.52635782,2,1
1_T_2_1,1_T_5_3,12.88224478,3,1
1_T_2_2,1_T_5_3,6.441122388,3,1
1_T_2_3,1_T_5_3,6.441122388,3,1
1_T_2_8,1_T_5_3,6.441122388,3,1
1_T_1_2,1_T_5_3,1.63153556,4,1
1_T_1_3,1_T_5_3,1.63153556,4,1
1_T_1_8,1_T_5_3,1.63153556,4,1
1_T_1_12,1_T_5_3,3.263071121,4,1
1_T_1_16,1_T_5_3,3.263071121,4,1
1_T_1_18,1_T_5_3,1.63153556,4,1
1_T_1_23,1_T_5_3,1.63153556,4,1
1_I_11_1,1_T_5_3,3,0,2
1_V_1_1,1_T_5_3,3,0,2
1_I_84_1,1_T_5_3,3,0,2
1_V_8_1,1_T_5_3,3,0,2
1_I_134_1,1_T_5_3,3,0,2
1_V_9_1,1_T_5_3,3,0,2
1_I_177_1,1_T_5_3,3,0,2
1_V_14_1,1_T_5_3,3,0,2
1_I_181_1,1_T_5_3,3,0,2
1_V_14_1,1_T_5_3,3,0,2
1_I_194_1,1_T_5_3,3,0,2
1_V_15_1,1_T_5_3,3,0,2
1_I_239_1,1_T_5_3,3,0,2
1_V_18_1,1_T_5_3,3,0,2
1_I_283_1,1_T_5_3,3,0,2
1_V_22_1,1_T_5_3,3,0,2
1_I_284_1,1_T_5_3,3,0,2
1_V_22_1,1_T_5_3,3,0,2
1_T_4_1,1_T_5_4,28.73667802,1,1
1_T_4_2,1_T_5_4,28.73667802,1,1
1_T_4_4,1_T_5_4,229.8934241,1,1
1_T_4_8,1_T_5_4,28.73667802,1,1
1_T_4_24,1_T_5_4,28.73667802,1,1
1_T_3_1,1_T_5_4,8.754392971,2,1
1_T_3_2,1_T_5_4,8.754392971,2,1
1_T_3_4,1_T_5_4,52.52635782,2,1
1_T_3_6,1_T_5_4,8.754392971,2,1
1_T_3_7,1_T_5_4,8.754392971,2,1
1_T_3_12,1_T_5_4,8.754392971,2,1
1_T_3_20,1_T_5_4,8.754392971,2,1
1_T_2_3,1_T_5_4,3.220561194,3,1
1_T_2_4,1_T_5_4,22.54392836,3,1
1_T_2_6,1_T_5_4,3.220561194,3,1
1_T_2_8,1_T_5_4,9.661683581,3,1
1_T_1_4,1_T_5_4,1.63153556,4,1
1_T_1_12,1_T_5_4,1.63153556,4,1
1_T_1_20,1_T_5_4,4.894606681,4,1
1_T_1_24,1_T_5_4,1.63153556,4,1
1_T_1_28,1_T_5_4,1.63153556,4,1
1_T_1_40,1_T_5_4,1.63153556,4,1
1_T_1_48,1_T_5_4,1.63153556,4,1
1_T_1_52,1_T_5_4,3.263071121,4,1
1_T_1_64,1_T_5_4,1.63153556,4,1
1_I_46_1,1_T_5_4,3,0,2
1_V_4_1,1_T_5_4,3,0,2
1_I_90_1,1_T_5_4,3,0,2
1_V_8_1,1_T_5_4,3,0,2
1_I_125_1,1_T_5_4,3,0,2
1_V_9_1,1_T_5_4,3,0,2
1_I_146_1,1_T_5_4,3,0,2
1_V_10_1,1_T_5_4,3,0,2
1_I_166_1,1_T_5_4,3,0,2
1_V_13_1,1_T_5_4,3,0,2
1_I_188_1,1_T_5_4,3,0,2
1_V_14_1,1_T_5_4,3,0,2
1_I_200_1,1_T_5_4,3,0,2
1_V_15_1,1_T_5_4,3,0,2
1_I_210_1,1_T_5_4,3,0,2
1_V_16_1,1_T_5_4,3,0,2
1_I_242_1,1_T_5_4,3,0,2
1_V_18_1,1_T_5_4,3,0,2
1_I_306_1,1_T_5_4,3,0,2
1_V_23_1,1_T_5_4,3,0,2
1_I_320_1,1_T_5_4,3,0,2
1_V_25_1,1_T_5_4,3,0,2
1_I_326_1,1_T_5_4,3,0,2
1_V_25_1,1_T_5_4,3,0,2
1_T_4_3,1_T_5_5,57.47335604,1,1
1_T_3_4,1_T_5_5,8.754392971,2,1
1_T_3_16,1_T_5_5,8.754392971,2,1
1_T_2_4,1_T_5_5,3.220561194,3,1
1_T_2_16,1_T_5_5,3.220561194,3,1
1_T_1_8,1_T_5_5,1.63153556,4,1
1_T_1_16,1_T_5_5,1.63153556,4,1
1_I_122_1,1_T_5_5,3,0,2
1_V_9_1,1_T_5_5,3,0,2
1_I_292_1,1_T_5_5,3,0,2
1_V_22_1,1_T_5_5,3,0,2
1_T_4_2,1_T_5_6,114.9467121,1,1
1_T_4_24,1_T_5_6,28.73667802,1,1
1_T_3_1,1_T_5_6,8.754392971,2,1
1_T_3_2,1_T_5_6,26.26317891,2,1
1_T_3_6,1_T_5_6,8.754392971,2,1
1_T_2_1,1_T_5_6,3.220561194,3,1
1_T_2_2,1_T_5_6,3.220561194,3,1
1_T_2_6,1_T_5_6,9.661683581,3,1
1_T_1_1,1_T_5_6,1.63153556,4,1
1_T_1_4,1_T_5_6,1.63153556,4,1
1_T_1_16,1_T_5_6,1.63153556,4,1
1_T_1_24,1_T_5_6,1.63153556,4,1
1_I_39_1,1_T_5_6,3,0,2
1_V_4_1,1_T_5_6,3,0,2
1_I_72_1,1_T_5_6,3,0,2
1_V_7_1,1_T_5_6,3,0,2
1_I_141_1,1_T_5_6,3,0,2
1_V_10_1,1_T_5_6,3,0,2
1_I_171_1,1_T_5_6,3,0,2
1_V_14_1,1_T_5_6,3,0,2
1_I_172_1,1_T_5_6,3,0,2
1_V_14_1,1_T_5_6,3,0,2
1_T_4_8,1_T_5_7,28.73667802,1,1
1_T_3_8,1_T_5_7,8.754392971,2,1
1_T_2_8,1_T_5_7,3.220561194,3,1
1_T_1_56,1_T_5_7,1.63153556,4,1
1_I_206_1,1_T_5_7,3,0,2
1_V_16_1,1_T_5_7,3,0,2
1_T_4_1,1_T_5_8,28.73667802,1,1
1_T_4_2,1_T_5_8,57.47335604,1,1
1_T_4_4,1_T_5_8,86.21003405,1,1
1_T_4_8,1_T_5_8,143.6833901,1,1
1_T_4_16,1_T_5_8,28.73667802,1,1
1_T_4_24,1_T_5_8,28.73667802,1,1
1_T_3_1,1_T_5_8,8.754392971,2,1
1_T_3_2,1_T_5_8,17.50878594,2,1
1_T_3_4,1_T_5_8,17.50878594,2,1
1_T_3_6,1_T_5_8,8.754392971,2,1
1_T_3_8,1_T_5_8,43.77196485,2,1
1_T_3_12,1_T_5_8,8.754392971,2,1
1_T_2_1,1_T_5_8,3.220561194,3,1
1_T_2_2,1_T_5_8,6.441122388,3,1
1_T_2_6,1_T_5_8,3.220561194,3,1
1_T_2_8,1_T_5_8,19.32336716,3,1
1_T_2_16,1_T_5_8,3.220561194,3,1
1_T_2_24,1_T_5_8,3.220561194,3,1
1_T_1_4,1_T_5_8,1.63153556,4,1
1_T_1_6,1_T_5_8,1.63153556,4,1
1_T_1_8,1_T_5_8,1.63153556,4,1
1_T_1_16,1_T_5_8,4.894606681,4,1
1_T_1_20,1_T_5_8,1.63153556,4,1
1_T_1_24,1_T_5_8,6.526142241,4,1
1_T_1_56,1_T_5_8,1.63153556,4,1
1_I_50_1,1_T_5_8,3,0,2
1_V_5_1,1_T_5_8,3,0,2
1_I_65_1,1_T_5_8,3,0,2
1_V_7_1,1_T_5_8,3,0,2
1_I_92_1,1_T_5_8,3,0,2
1_V_8_1,1_T_5_8,3,0,2
1_I_102_1,1_T_5_8,3,0,2
1_V_8_1,1_T_5_8,3,0,2
1_I_118_1,1_T_5_8,3,0,2
1_V_8_1,1_T_5_8,3,0,2
1_I_119_1,1_T_5_8,3,0,2
1_V_8_1,1_T_5_8,3,0,2
1_I_164_1,1_T_5_8,3,0,2
1_V_13_1,1_T_5_8,3,0,2
1_I_176_1,1_T_5_8,3,0,2
1_V_14_1,1_T_5_8,3,0,2
1_I_189_1,1_T_5_8,3,0,2
1_V_14_1,1_T_5_8,3,0,2
1_I_206_1,1_T_5_8,3,0,2
1_V_16_1,1_T_5_8,3,0,2
1_I_212_1,1_T_5_8,3,0,2
1_V_16_1,1_T_5_8,3,0,2
1_I_246_1,1_T_5_8,3,0,2
1_V_19_1,1_T_5_8,3,0,2
1_T_4_36,1_T_5_10,28.73667802,1,1
1_T_3_2,1_T_5_10,8.754392971,2,1
1_T_2_10,1_T_5_10,3.220561194,3,1
1_T_1_36,1_T_5_10,1.63153556,4,1
1_I_19_1,1_T_5_10,3,0,2
1_V_4_1,1_T_5_10,3,0,2
1_T_4_32,1_T_5_11,28.73667802,1,1
1_T_3_4,1_T_5_11,8.754392971,2,1
1_T_2_28,1_T_5_11,3.220561194,3,1
1_T_1_64,1_T_5_11,1.63153556,4,1
1_I_85_1,1_T_5_11,3,0,2
1_V_8_1,1_T_5_11,3,0,2
